id,Name,ReleaseDate,Director,Creator
neighbors-1920tt0120632,7 1/2 PhereNeighborsCity of Angels,"29-Jul-05Jan 1, 1920 Wide10 April 1998 (USA)","Ishaan TrivediBuster Keaton,Eddie Cline,Edward F. ClineBrad Silberling","Harshwardhan,Sonal Modawal,Nitin ModawalBuster Keaton,Eddie Cline,Edward F. ClineWim Wenders,Peter Handke"
1021230-thieftt0134067,Hum Tum Aur MomThiefThe Rugrats Movie,"22-Jul-05Mar 27, 1981 Wide20 November 1998 (USA)","Ashok NandaMichael MannIgor Kovalyov,Norton Virgien","Ashok NandaDavid N. Weiss,J. David Stem"
1014804-neighborstt0213203,Mazaa Mazaa...NeighborsRugrats in Paris: The Movie,"15-Jul-05Dec 18, 1981 Wide17 November 2000 (USA)","T.L.V. PrasadJohn G. AvildsenStig Bergqvist,Paul Demeyer","Ramesh K. DoshiLarry GelbartJ. David Stem,David N. Weiss"
identity_thieftt2362160,MashookaIdentity ThiefSomething You Can't Find,"15-Jul-05Feb 7, 2013 Wide18 November 2012 (USA)",Afzal AhmedSeth GordonZachary Wyman,"Afzal AhmedSteven Conrad,Craig MazinZachary Wyman"
neighbors_2014tt0141109,Kiska Hai IntezaarNeighborsJack Frost,"08-Jul-05May 9, 2014 Wide11 December 1998 (USA)",Bali GroverNicholas StollerTroy Miller,"Preeti SoniBrendan O'Brien,Andrew J. Cohen,Andrew Jay CohenMark Steven Johnson,Mark Steven Johnson"
night_schooltt1373406,MatrubhoomiNight School (Terror Eyes)Snowmen,"08-Jul-05Apr 24, 1981 Wide24 April 2010 (USA)",Manish JhaKen HughesRobert Kirbyson,"Punam Sinha,Nicolas Blanc,Patrick Sobelman,Pankaj KharbandaRuth AvergonRobert Kirbyson"
0814255tt0327210,Jism FaroshPercy Jackson & the Olympians: The Lightning ThiefUncle Nino,"01-Jul-05Feb 12, 2010 Wide21 October 2003 (USA)",Muneer KhanChris ColumbusRobert Shallcross,"B.K. MalhotraJoe Stillman,Rick Riordan,Craig Titley,Chris ColumbusRobert Shallcross"
the-devil-max-devlintt0113627,Billi - The Wild CatThe Devil & Max DevlinLeaving Las Vegas,"01-Jul-05Dec 31, 1981 Wide9 February 1996 (USA)",Tilak ChutaniSteven Hilliard SternMike Figgis,"Tilak Chutani,PrashantJohn O'Brien,Mike Figgis"
burn_after_readingtt0110116,Hot Mashooka - A Dangerous LoverBurn After ReadingImmortal Beloved,"24-Jun-05Aug 27, 2008 Wide6 January 1995 (USA)","Arjun RajJoel Coen,Ethan CoenBernard Rose","Alak RaiJoel Coen,Ethan CoenBernard Rose"
night_train_to_venicett1217213,Chetna - The ExcitementNight Train to Venice (Train to Hell)Secret of the Wings,"24-Jun-05Jun 1, 1994 Wide16 August 2012 (Ukraine)","Partho GhoshCarlo U. QuinterioRoberts Gannaway,Peggy Holmes","Roberts Gannaway,Peggy Holmes"
final_exam_1981tt0443676,99.9 FMFinal ExamUndisputed 2: Last Man Standing,"17-Jun-05Jun 5, 1981 Wide28 February 2007 (Kuwait)",Sanjay BhatiaJimmy HustonIsaac Florentine,"Jimmy HustonBoaz Davidson,James Townsend"
hell_nighttt0257756,Bachke Rehna Re BabaHell NightHigh Crimes,"17-Jun-05Aug 28, 1981 Wide5 April 2002 (USA)","Govind MenonTom DeSimone,Tom De SimoneCarl Franklin","Rahul Sughand,Vijay GalaniRandy Feldman,Randolph FeldmanJoseph Finder,Yuri Zeltser"
hello_mary_lou_prom_night_2tt0994917,ShaukkeenHello Mary Lou: Prom Night IIAdventure Scouts,"03-Jun-05Oct 1, 1987 Wide2 May 2010 (USA)",PriyankaBruce PittmanJim Fitzpatrick,Ron OliverJim Fitzpatrick
the_evil_dead_2013tt1578275,Mastaani... Lost In A Crowd Of TwoEvil DeadThe Dilemma,"03-Jun-05Apr 5, 2013 Wide14 January 2011 (USA)",K. Ravi RajFede AlvarezRon Howard,"Vijay K. RanglaniDiablo Cody,Fede Alvarez,Rodo SayaguesAllan Loeb"
nighthawks_1978tt0119550,Koi Mere Dil Mein HaiNighthawksLittle Ghost,"03-Jun-05Sep 7, 1978 Wide30 December 1997 (USA)",Deepak RamsayRon PeckLinda Shayne,"Paul Hallam,Ron PeckTimothy Michaels,Jamie McLaughlin"
1016854-prowlertt0119468,Time PassThe ProwlerKiss the Girls,"03-Jun-05Nov 6, 1981 Wide3 October 1997 (USA)",Chander MishraJoseph ZitoGary Fleder,"Anil SharmaNeal BarberaJames Patterson,David Klass"
the-evil-deadtt0826559,Shabnam MousiThe Evil DeadThe Indian,"20-May-05Oct 15, 1981 Wide2007 (USA)",Yogesh BharadwajSam RaimiJames R. Gorrie,"Sudesh Bhosle,Manoj JaiswalSam RaimiJames R. Gorrie"
just_before_dawntt0078788,PetrolJust Before DawnApocalypse Now,"20-May-05Nov 25, 1981 Wide15 August 1979 (USA)",Pradeep MaruJeff LiebermanFrancis Ford Coppola,"Salim Gaur,Vimal DagaMark L. Arywitz,Gregg IrvingJohn Milius,Francis Ford Coppola"
1015095-nighthawkstt0368578,NazarNighthawksAre We There Yet?,"20-May-05Apr 4, 1981 Wide21 January 2005 (USA)",Soni RazdanBruce MalmuthBrian Levant,"Mukesh BhattDavid Shaber,Paul SylbertSteven Gary Banks,Claudia Grazioso"
final_conflict_omen_iiitt0376105,NainaOmen III: The Final ConflictRacing Stripes,"20-May-05Mar 20, 1981 Wide14 January 2005 (USA)",Shripal MorakhiaGraham BakerFrederik Du Chau,"Shripal MorakhiaAndrew Birkin,David SeltzerDavid Schmidt,Steven P. Wegner"
1008055-galaxy_of_terrortt0397313,Har Raat Naya SaudagarGalaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest)Eight Below,"13-May-05Oct 21, 1981 Wide17 February 2006 (USA)","IrfanBrian D Clark,B.D. Clark,Bruce D. ClarkFrank Marshall","Alak RaiMark Siegler/Brian D Clark,B.D. Clark,Marc Siegler,Allen G. Siegler,Brian ClarkDavid DiGilio,Toshirô Ishidô"
paternal_instincttt0462244,Bose - The Forgotten HeroPaternal InstinctDaddy Day Camp,"13-May-05Jul 31, 2004 Wide8 August 2007 (USA)",Shyam BenegalMurray NosselFred Savage,"Geoff Rodkey,J. David Stem"
south-centrals-finest-raw-from-latt0118570,Krrish 3South Central's Finest: Raw from L.A.Air Bud,"01-Nov-13Dec 31, 2003 Wide1 August 1997 (USA)",Rakesh RoshanDarryl HarveyCharles Martin Smith,"Rakesh RoshanKevin DiCicco,Paul Tamasy"
nightmarett3130082,Minus 1NightmarePirate's Code: The Adventures of Mickey Matson,"29-Apr-05Apr 7, 2007 Wide16 October 2014 (USA)",Renny MascarenhasTerry IngramHarold Cronk,"Harold Cronk,Eric Machiela"
red_herringtt0473488,RevatiRed HerringA Guide to Recognizing Your Saints,"29-Apr-05Nov 6, 2015 Limited13 October 2006 (USA)",Faroogh SiddiquiOusa KhunDito Montiel,"Vikas KateJoshua A. Cohen,Russell GrinDito Montiel,Dito Montiel"
wonderful_nightmarett2066048,Dreams - Sapnay Sach Honge...Wonderful NightmareRibbit,"22-Apr-05Aug 14, 2015 Limited4 September 2014 (Malaysia)",Aashish ChananaHyo-jin KangChuck Powers,"Aashish ChananaAmir Hafizi,Chuck Powers"
paternitytt0489281,Garma GaramPaternityStop-Loss,"15-Apr-05Oct 2, 1981 Wide28 March 2008 (USA)",S.K. PrasadDavid SteinbergKimberly Peirce,"Vijay KishanCharlie PetersMark Richard,Kimberly Peirce"
so_finett4562728,Sab Kuch Nahin Kuch Bhi NahinSo FineMF,"15-Apr-05Sep 25, 1981 Wide",Abhik BhanuAndrew BergmanRobert Schwartzman,"Andrew BergmanBenjamin Font,Robert Schwartzman"
the_nightmarett4196848,Kuchh Meetha Ho JayeThe NightmareHenry Joseph Church,"15-Apr-05Jun 5, 2015 Limited2015 (USA)",Samar KhanRodney AscherBruce Beresford,Susan McMartin
continental_dividett2395339,Khamoshh... Khauff Ki RaatContinental DivideMothers Day,"15-Apr-05Sep 18, 1981 WideMay 2016 (USA)","Deepak TijoriMichael AptedPaul Duddridge,Nigel Levy","Deepak TijoriLawrence KasdanPaige Cameron,Paul Duddridge"
redstt1156466,Munnibai B.A. B. ComRedsUndisputed 3: Redemption,"08-Apr-05Dec 4, 1981 Wide17 June 2010 (United Arab Emirates)",Kishan ShahWarren BeattyIsaac Florentine,"Trevor Griffiths,Warren BeattyDavid N. White"
1001240-arthurtt1598822,Kahani Ek Devi Ki...ArthurNew Year's Eve,"08-Nov-13Jul 17, 1981 Wide9 December 2011 (USA)",Surendra Singh RathoreSteve GordonGarry Marshall,"Ravi Yadav,Dinesh Kumar Yadav,Om Prakash YadavSteve Gordon,Steve GordonKatherine Fugate"
graduation_daytt1754264,Huff! It's Too MuchGraduation DayNever Back Down 2: The Beatdown,"08-Nov-13May 1, 1981 Wide8 April 2011 (USA)",Pushkar JogHerb FreedMichael Jai White,"Sandip PatelDavid Baughn,Anne MarisseChris Hauty"
dont_go_in_the_woods_2011tt4680980,Satya 2Don't Go in the WoodsLavender,"08-Nov-13Jan 13, 2012 Limited",Ram Gopal VermaVincent D'OnofrioEd Gass-Donnelly,"Arun K. Sharma,M. Sumanth Kumar ReddyVincent D'Onofrio,Joe Vinciguerra,Sam BisbeeColin Frizzell,Ed Gass-Donnelly"
arthur_2011tt2786702,Mumbai XpressArthurBlank Nation,"15-Apr-05Apr 8, 2011 Wide2016 (USA)",Singeetam Srinivasa RaoJason WinerSusan Dynner,"Kamal Hassan,Chandra HassanPeter BaynhamScott 'Smitty' Smith"
original_kings_of_comedytt4574472,Naam Gum JaayegaThe Original Kings of ComedyMallBrats,"08-Apr-05Aug 18, 2000 Wide",Amol ShetgeSpike LeeKevin Smith,Shaila Suresh PaiKevin Smith
1099397-king_of_comedytt3838992,C U At 9The King of Comedy (Hei kek ji wong)Yoga Hosers,"01-Apr-05Feb 13, 1999 Wide","Marlon RodriguesLik-Chi Lee,Stephen ChowKevin Smith",Kevin Smith
the_secret_of_nimh_2_timmy_to_the_rescuett0346631,Laila - A MysteryThe Secret of NIMH 2: Timmy to the RescueBlood and Bone,"01-Apr-05Dec 22, 1998 Wide20 September 2009 (Kuwait)",Vicky G.Dick SebastBen Ramsey,"Sam Graham,Chris HubbellMichael Andrews"
secret_of_nimhtt4269346,Yehi Hai High SocietyThe Secret of NIMHMoose Jaws,"25-Mar-05Jul 2, 1982 Wide2016 (USA)",Ravi SinhaDon BluthKevin Smith,"Hemagini UpadhyayDon Bluth,Will Finn,Gary Goldman,John PomeroyKevin Smith"
1011623-king_of_comedytt0313737,Dhamkee - The ExtortionThe King of ComedyTwo Weeks Notice,"18-Mar-05Jan 1, 1983 Wide20 December 2002 (USA)",Aziz ChhapraMartin ScorseseMarc Lawrence,"Sunil GulatiPaul D. Zimmerman,Paul ZimmermanMarc Lawrence"
evaporating_borderstt0098384,Classic Dance Of LoveEvaporating BordersSteel Magnolias,"18-Mar-05Jun 19, 2015 Limited22 November 1989 (USA)",B. SubhashIva RadivojevicHerbert Ross,"B. SubhashIva RadivojevicRobert Harling,Robert Harling"
fugitive_piecestt0304415,Chai Pani Etc...Fugitive PiecesMona Lisa Smile,"11-Mar-05May 2, 2008 Wide19 December 2003 (USA)",Manu RewalJeremy PodeswaMike Newell,"Manu RewalJeremy PodeswaLawrence Konner,Mark Rosenthal"
pieces_of_apriltt0125439,Chand Bujh GayaPieces of AprilNotting Hill,"11-Mar-05Oct 17, 2003 Wide28 May 1999 (USA)",Sharique MinhazPeter HedgesRoger Michell,Faiz AnwarPeter HedgesRichard Curtis
citizen_verdicttt0119738,Mahiya - Call Of Love...Citizen VerdictMy Best Friend's Wedding,"11-Mar-05May 6, 2005 Wide20 June 1997 (USA)",Rajkumar R. PandeyPhilippe MartinezP.J. Hogan,"Dharamdas RamaniTony Clarke,Tony [wr] Clarke,Kristina Hamilton,Philippe Martinez,Frank RehwaldtRonald Bass"
piecestt0100405,KaramPiecesPretty Woman,"11-Mar-05Sep 23, 1983 Wide23 March 1990 (USA)","Sanjay F. GuptaJuan Piquer Simón,J.P. SimonGarry Marshall","Pammi BawejaDick Randall,John Shadow,Joe D'AmatoJ.F. Lawton"
the-verdict-1946tt0163187,White NoiseThe VerdictRunaway Bride,"04-Mar-05Nov 23, 1946 Wide30 July 1999 (USA)",Vinta NandaDon SiegelGarry Marshall,"Mohanjit Singh,Vinta NandaPeter MilneJosann McGibbon,Sara Parriott"
another_48_hrstt0265029,Chand Sa Roshan ChehraAnother 48 Hrs.America's Sweethearts,"04-Mar-05Jun 8, 1990 Wide20 July 2001 (USA)",Shahab ShamsiWalter HillJoe Roth,"Salim AftabJohn Fasano,Larry Gross,Jeb StuartBilly Crystal,Peter Tolan"
48_hrstt0101787,Premsutra48 HRSDying Young,"25-Feb-05Dec 8, 1982 Wide21 June 1991 (USA)",Chandini GuptaWalter HillJoel Schumacher,"Chandini GuptaWalter Hill,Larry Gross,Steven E. de Souza,Roger Spottiswoode,Christopher De VoreMarti Leimbach,Richard Friedenberg"
1092029-anniett0462590,SinsAnnieStep Up,"25-Feb-05Nov 7, 1999 Wide11 August 2006 (USA)",Vinod PandeRob MarshallAnne Fletcher,"Vinod PandeDuane Adler,Melissa Rosenberg"
1002907-bordertt0475290,"ShobhayatraThe BorderHail, Caesar!","25-Feb-05Jan 29, 1982 Wide5 February 2016 (USA)","Vijay GhatgeTony RichardsonEthan Coen,Joel Coen","Vijay GhatgeDeric Washburn,Walon Green,David Freeman,Dave FreemanEthan Coen,Joel Coen"
annie_1981tt0491203,Nigehbaan - The Third EyeAnnieTulip Fever,"25-Feb-05Jun 18, 1982 Wide2016 (USA)",Dilip ShankarJohn HustonJustin Chadwick,"Shantilal BokadiaThomas Meehan,Carol SobieskiDeborah Moggach,Tom Stoppard"
verdicttt2893490,Fun... Can Be Dangerous SometimesThe VerdictManglehorn,"25-Feb-05Dec 8, 1982 Wide3 June 2015 (France)",Sunjay S. ZaveriSidney LumetDavid Gordon Green,"Surendra Bhatia,Sudhir Kumar,Avinash KashidDavid MametPaul Logan"
snow_girl_and_the_dark_crystaltt2140037,Qatal-E-AamSnow Girl and the Dark CrystalJane Got a Gun,"18-Feb-05Feb 27, 2015 LimitedFebruary 2016 (USA)","Sanjay SharmaTian Yu Zhao,Peter Pau,Zhao TianyuGavin O'Connor","Kiran SharmaTian Yu Zhao,Zhen Qin,Shi Qi Shen,Khan Chan,Lei JinBrian Duffield,Anthony Tambakis"
beyond_borderstt0970468,JurmBeyond BordersMiss Pettigrew Lives for a Day,"18-Feb-05Oct 24, 2003 Wide7 March 2008 (USA)",Vikram BhattMartin CampbellBharat Nalluri,"K.P. SinghCaspian Tredwell-OwenDavid Magee,Simon Beaufoy"
annie_2012tt2667960,Kaya TaranAnnieMiss Julie,"11-Feb-05Dec 19, 2014 Wide10 September 2014 (France)",Sashi KumarWill GluckLiv Ullmann,"Sashi KumarThomas Meehan,Will Gluck,Emma Thompson,Aline Brosh McKennaAugust Strindberg,Liv Ullmann"
dark_crystaltt4925518,Hum DumThe Dark CrystalEmerald City,"11-Feb-05Dec 17, 1982 Wide2016 (USA)","Kushan NandyBrian Muehl,Gary Kurtz,Jim Henson,Frank Oz,Dave Goelz,Jean Pierre Amiel,Kathryn MullenScott Coffey","Kushan Nandy,Kiran ShroffJim Henson,David OdellAli Eagle,Dominique Roberts"
conan_the_barbariantt0436262,Chaahat Ek Nasha...Conan the BarbarianEllie Parker,"11-Feb-05May 14, 1982 Limited14 July 2006 (UK)",Jay PrakashJohn MiliusScott Coffey,"Umesh ChouhanJohn Milius,Oliver StoneScott Coffey"
poltergeist_activitytt0181907,SheeshaPoltergeist ActivityYoungblood,"11-Feb-05Jul 25, 2015 Wide24 May 1978 (USA)",Ashu TrikhaAndrew JonesNoel Nosseck,"Sunil Saini,Deepak Sharma,Guddu DhanoaAndrew JonesPaul Carter Harrison"
rambo-first-blood-part-iitt3076658,Main CabraywaliRambo: First Blood Part IICreed,"25-Feb-05May 24, 1985 Wide25 November 2015 (USA)",Chandini GuptaGeorge P. CosmatosRyan Coogler,"Kevin Jarre,Sylvester Stallone,James CameronRyan Coogler,Aaron Covington"
first_bloodtt3859304,Madhu Ki BaateinFirst BloodThe Bronze,"25-Feb-05Oct 1, 1982 Wide22 January 2015 (USA)",Ted KotcheffBryan Buckley,"David Morrell,Michael Kozoll,William Sackheim,Sylvester Stallone,G. MoonbloodMelissa Rauch,Winston Rauch"
et_the_extraterrestrialtt0795459,Mein Bikaaoo On SaleE.T. The Extra-TerrestrialWilde Salomé,"11-Feb-05Jun 11, 1982 Wide2014 (USA)",B.R. IsharaSteven SpielbergAl Pacino,"Balkrishna ShrivastavMelissa MathisonAl Pacino,Oscar Wilde"
poltergeist-2009tt3707106,GaramPoltergeistBy the Sea,"11-Feb-05May 22, 2015 Wide13 November 2015 (USA)",Kanti ShahGil KenanAngelina Jolie,"Steven Spielberg,David Lindsay-AbaireAngelina Jolie"
1016513-poltergeisttt1895587,Wife Hai To Life HaiPoltergeistSpotlight,"11-Feb-05Jun 4, 1982 Wide6 November 2015 (USA)","Manish Shrivastava,Jainendra BakshiTobe HooperTom McCarthy","Kamlesh BhandariMark Victor,Michael Grais,Steven SpielbergTom McCarthy,Josh Singer"
conan_the_barbarian_2011tt3203606,Ek Alag MausamConan the BarbarianTrumbo,"04-Feb-05Aug 19, 2011 Wide6 November 2015 (USA)",K.P. SasiMarcus NispelJay Roach,"K.P. SasiRobert E. Howard,Joshua Oppenheimer,Thomas Dean Donnelly,Sean HoodBruce Cook,John McNamara"
slumber_party_massacre_iiitt2025690,Bullet Ek DhamakaSlumber Party Massacre IIIThe Finest Hours,"04-Feb-05Jan 1, 1990 Wide29 January 2016 (USA)",Irfan KhanSally MattisonCraig Gillespie,"Asad SikandarCatherine CyranEric Johnson,Casey Sherman"
miss_sharon_jonestt1216491,Tezaab - The Acid of LoveMiss Sharon Jones!Kill the Messenger,"04-Feb-05Nov 12, 2015 Wide9 October 2014 (Hungary)",Shakeel NooraniBarbara KoppleMichael Cuesta,"Peter Landesman,Gary Webb"
what_happened_miss_simone_2015tt2006295,"Padmashree Laloo Prasad YadavWhat Happened, Miss Simone?The 33","28-Jan-05Jun 24, 2015 Limited13 November 2015 (USA)",Mahesh ManjrekarLiz GarbusPatricia Riggen,"Sagoon Wagh, Manek BediLiz GarbusMikko Alanne,Craig Borten"
firefoxtt3300542,Naari Ek KhilonaFirefoxLondon Has Fallen,"21-Jan-05Jun 1, 1982 Wide4 March 2016 (USA)",Shams DurraniClint EastwoodBabak Najafi,"PrithvijeetCraig Thomas,Alex Lasker,Wendell WellmanCreighton Rothenberger,Katrin Benedikt"
miss_you_alreadytt3774114,Model - The BeautyMiss You AlreadySnowden,"21-Jan-05Nov 6, 2015 Limited2016 (USA)",Akash DixitCatherine HardwickeOliver Stone,"Tarang Agrawal,Iqbal SidatarMorwenna BanksKieran Fitzgerald,Luke Harding"
texas_rising_previewtt1507563,Kkamjori - The WeaknessTexas Rising PreviewDark Tide,"21-Jan-05May 20, 2015 Limited12 April 2012 (Russia)",Sandeep BhatRoland JofféJohn Stockwell,"B.L. SinghRonnie Christensen,Amy Sorlie"
10011582-TRON_legacytt1126590,Kaam MilanTron LegacyBig Eyes,"14-Jan-05Dec 17, 2010 Wide25 December 2014 (USA)","Chandini GuptaJohn Lasseter,Joseph KosinskiTim Burton","Chandini GuptaEddy Kitsis,Eddie Kitsis,Edward Kitsis,Adam Horowitz,Steven LisbergerScott Alexander,Larry Karaszewski"
texas_chainsawtt2097298,"AmuTexas ChainsawMcFarland, USA","07-Jan-05Jan 4, 2013 Wide20 February 2015 (USA)",Shonali BoseJohn LuessenhopNiki Caro,"Shonali BoseAdam Marcus,Debra Sullivan,Kirsten Elms,Adam Marcus &ampChristopher Cleveland,Bettina Gilois"
textt2935476,Yehi Hai ZindagiTexFar from the Madding Crowd,"07-Jan-05Nov 19, 1982 Wide22 May 2015 (USA)",Ajay PanesekarTim HunterThomas Vinterberg,"Manoj Kolatkar,Gopal KondawarCharles Haas,Tim HunterThomas Hardy,David Nicholls"
trontt1791682,RogTRONWhile We're Young,"07-Jan-05Jul 9, 1982 Wide17 April 2015 (USA)",Himanshu BrahmbhattSteven LisbergerNoah Baumbach,"Sujit Kumar Singh,Pooja BhattCharles S. Haas,Steven Lisberger,Charles HaasNoah Baumbach"
slumber_party_massacre_iitt1721494,Kaand - Black ScandalSlumber Party Massacre IIFew Options,"15-Nov-13Oct 30, 1987 Wide1 July 2011 (USA)",Santosh GuptaDeborah BrockGeorge A. Pappy Jr.,Jagbir Singh SiwatchDeborah BrockGeorge A. Pappy Jr.
people_places_thingstt1655416,RajjoPeople Places ThingsMental,"15-Nov-13Aug 14, 2015 Limited29 March 2013 (USA)",Vishwas PatilJames C. StrouseP.J. Hogan,"M.H. Shah,U. A. KarandeJames C. StrouseP.J. Hogan"
every_secret_thingtt1533013,Goliyon Ki Raasleela Ram - LeelaEvery Secret ThingBeautiful Boy,"15-Nov-13May 15, 2015 Limited4 November 2011 (Brazil)",Sanjay Leela BhansaliAmy BergShawn Ku,"Sanjay Leela Bhansali,Kishore LullaNicole HolofcenerMichael Armbruster,Shawn Ku"
slumber_party_massacrett0475284,Kamakshee - The Fire Of LoveThe Slumber Party MassacreGod Is Good,"24-Dec-04Nov 12, 1982 Wide2 May 2004 (USA)","Sandeep BhatAmy Holden Jones,Amy Jones,Aaron LipstadtCaryn Waechter",Mansingh NayakRita Mae BrownDennis Lee
10_things_i_hate_about_youtt1014763,Aabra Ka Daabra 3D10 Things I Hate About YouChild 44,"24-Dec-04Mar 31, 1999 Wide17 April 2015 (UK)",Vishal SharmaGil JungerDaniel Espinosa,"Zuby KochharKaren McCullah Lutz,Kirsten SmithRichard Price,Tom Rob Smith"
blade_runnertt1885299,Khaufnaak ShikanjaBlade RunnerLucky Them,"17-Dec-04Jun 25, 1982 Wide21 April 2014 (USA)",Suresh JainRidley ScottMegan Griffiths,"K.K.David Webb Peoples,David Peoples#20750,Hampton Fancher,Darryl PonicsanHuck Botko,Caroline Sherman"
zapped_againtt0104573,Smile PleaseZapped AgainJuice,"17-Dec-04Apr 14, 1990 Wide17 January 1992 (USA)","Yunus PatelDoug Campbell (II),Douglas Campbell,Doug CampbellErnest R. Dickerson","Yogesh Lakhani,Nilesh MehtaErnest R. Dickerson,Gerard Brown"
tootsiett0120169,Kuchh To Gadbad HaiTootsieSoul Food,"17-Dec-04Dec 1, 1982 Wide26 September 1997 (USA)","Sunil Nayyar,Suresh BafnaSydney PollackGeorge Tillman Jr.","Himanshu Shah,Suresh Bafna,Sanjay SethiLarry Gelbart,Murray SchisgalGeorge Tillman Jr."
zapped_2014tt0110186,Alibaba Aur 40 ChorZappedJason's Lyric,"10-Dec-04Jun 23, 2014 Wide28 September 1994 (USA)",Sunil AgnihotriPeter DeLuiseDoug McHenry,"Vijay K. RanglaniBilly Eddy,Matt Eddy,Rachelle Skoretz,Kara HoldenBobby Smith Jr."
beastmastertt0255819,Rok Sako To Rok LoThe BeastmasterBaby Boy,"10-Dec-04Aug 20, 1982 Wide27 June 2001 (USA)",Arindam ChaudhuriDon CoscarelliJohn Singleton,"Arindam ChaudhuriDon Coscarelli,Paul PeppermanJohn Singleton"
beastmaster_2_through_the_portal_of_timett0113118,Where's The Party YaarBeastmaster 2: Through the Portal of TimeFriday,"28-May-04Aug 30, 1991 Wide26 April 1995 (USA)",Benny MatthewsSylvio TabetF. Gary Gray,"Sunil ThakkarR.J. Robertson,Sylvio Tabet,Jim WynorskiIce Cube,DJ Pooh"
fink_forest_friends_the_invisible_honktt0107554,God Only Knows!Fink Forest Friends: The Invisible HonkMenace II Society,"16-Jan-04Jun 13, 2015 Wide26 May 1993 (USA)","Bharat DabholkarXavier VanegasAlbert Hughes,Allen Hughes","Allen Hughes,Albert Hughes"
beach-girlstt0109035,Hyderabad Blues 2 - Rearranged MarriageBeach GirlsAbove the Rim,"02-Jul-04Jul 31, 2005 Wide23 March 1994 (USA)","Nagesh KukunoorPaul Shapiro,Sandy Smolan,Jeff WoolnoughJeff Pollack","Nagesh Kukunoor,Elahe HiptoolaJeff Pollack,Benny Medina"
the_forest_2016tt1999192,Dance Like A ManThe ForestLaugh at My Pain,"01-Oct-04Jan 8, 2016 Limited27 April 2012 (UK)","Pamela RooksJason ZadaLeslie Small,Tim Story","Sarah CornwellKevin Hart,Na'im Lynn"
beach-babes-2-cave-girl-islandtt0119572,Morning RagaBeach Babes 2: Cave Girl IslandLove Jones,"29-Oct-04Apr 1, 1995 Wide14 March 1997 (USA)","Mahesh DattaniEllen Cabot,David DeCoteauTheodore Witcher",K. Raghavendra RaoTheodore Witcher
1001848-beach_girlstt0107840,Knock Knock I'm Looking To MarryThe Beach GirlsPoetic Justice,"26-Dec-03Mar 26, 1982 Wide23 July 1993 (USA)",Anita UdeepBud TownsendJohn Singleton,"Anita Udeep, Phil Groves,Patrick Sheane DuncanJohn Singleton"
zappedtt0102526,Mr. Lonely Miss LovelyZapped!New Jack City,"20-Feb-04Jan 1, 1982 Wide8 March 1991 (USA)",Aditya OmRobert J. RosenthalMario Van Peebles,"Bruce Joel Rubin,Robert J. RosenthalThomas Lee Wright,Thomas Lee Wright"
shoot_the_moon_the_making_of_hugott0105450,Shola - Fire Of LoveShoot the Moon: The Making of 'Hugo'South Central,"03-Dec-04Feb 28, 2012 Wide18 September 1992 (USA)",Vijay NairBarbara ToennieshenStephen Milburn Anderson,"Vijay NairBarbara ToennieshenStephen Milburn Anderson,Donald Bakeer"
partners2005tt0112819,Ab... Bas!PartnersDead Presidents,"26-Nov-04Dec 13, 2005 Wide6 October 1995 (USA)","Rajesh Kumar SinghDave DiamondAlbert Hughes,Allen Hughes","Dave DiamondAllen Hughes,Albert Hughes"
partners_2004tt0120382,Patli Kamar Lambe BaalPartnersThe Truman Show,"19-Nov-04Mar 23, 2004 Wide5 June 1998 (USA)","Chandini GuptaJohn Chi,Joey TravoltaPeter Weir","Avinash ChanderJohn Chi,Jeff A. FerrellAndrew Niccol"
1015966-partnerstt0137523,Stop!PartnersFight Club,"05-Nov-04Apr 30, 1982 Wide15 October 1999 (USA)",Ajai SinhaJames BurrowsDavid Fincher,"Laxman BhatiaFrancis VeberChuck Palahniuk,Jim Uhls"
frances_ha_2013tt0209144,The Power Of Woman - TezaabFrances HaMemento,"29-Oct-04May 17, 2013 Limited25 May 2001 (USA)",Dilip GulatiNoah BaumbachChristopher Nolan,"Dilip GulatiNoah Baumbach,Greta GerwigChristopher Nolan,Jonathan Nolan"
the_princess_of_francett0057012,Sambandh - The RelationThe Princess Of FranceDr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"29-Oct-04Jun 26, 2015 Limited29 January 1964 (USA)",Kesar MatharuMatías PiñeiroStanley Kubrick,"Kesar MatharuMatías PiñeiroStanley Kubrick,Terry Southern"
unhinged_surviving_joburgtt0083658,Kiss Kis KoUnhinged: Surviving Jo'burgBlade Runner,"29-Oct-04Feb 1, 2010 Wide25 June 1982 (USA)",Sharad SaranAdrian LovelandRidley Scott,"Raam PunjabiHampton Fancher,David Webb Peoples"
creepshow_3tt0068646,Aaj Jana Hai Ke Pyaar Kya Hai...Creepshow 3The Godfather,"12-Nov-04Apr 24, 2006 Wide24 March 1972 (USA)","Vikram NaaruAna Clavell,James Glenn DudelsonFrancis Ford Coppola","Shuja RanaAna Clavell,James Glenn Dudelson,Scott Frazelle,Pablo C. Pappano,Alex UgelowMario Puzo,Francis Ford Coppola"
